"popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","country","electronic","jazz","pop","r_n_b","rock","classical","metal","other","world","latin","acoustic",".pred"
61,228200,"False",0.659,0.802,2,-4.79,1,0.148,0.208,0,0.123,0.863,177.936,4,0,0,0,0,0,0,0,0,0,0,1,0,41.4388095332654
0,225253,"False",0.399,0.655,6,-6.262,1,0.0247,0.042,3.1e-06,0.067,0.252,74.241,4,0,0,0,0,0,0,0,0,0,0,1,0,36.0971388882642
0,203040,"False",0.702,0.768,10,-5.58,0,0.057,0.715,1.3e-05,0.0684,0.817,101.091,4,0,0,0,0,0,0,0,0,0,0,1,0,31.3722135205977
0,211466,"False",0.604,0.879,1,-3.747,1,0.141,0.263,0,0.2,0.908,176.056,4,0,0,0,0,0,0,0,0,0,0,1,0,37.2899869270403
76,195840,"False",0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,4,0,0,0,0,0,0,0,0,0,0,1,0,32.7816070368687
1,258560,"False",0.718,0.735,1,-4.854,1,0.0369,0.0917,0,0.188,0.4,109.999,4,0,0,0,0,0,0,0,0,0,0,1,0,40.9773850619758
0,174801,"False",0.795,0.854,0,-5.462,1,0.0444,0.162,1.21e-06,0.0923,0.549,105.992,4,0,0,0,0,0,0,0,0,0,0,1,0,35.958992197198
0,202333,"False",0.678,0.752,11,-4.242,1,0.212,0.071,5.15e-06,0.0963,0.662,167.822,4,0,0,0,0,0,0,0,0,0,0,1,0,34.4350536481839
0,176040,"False",0.7,0.534,9,-6.113,1,0.083,0.167,0,0.102,0.368,157.987,4,0,0,0,0,0,0,0,0,0,0,1,0,38.913837665495
0,166666,"False",0.744,0.885,6,-3.533,1,0.105,0.0162,0.000543,0.338,0.881,160.04,4,0,0,0,0,0,0,0,0,0,0,1,0,31.891009153639
0,196540,"False",0.748,0.792,9,-3.817,1,0.118,0.0618,0,0.0797,0.686,92.049,4,0,0,0,0,0,0,0,0,0,0,1,0,33.8032446478592
0,232066,"False",0.76,0.827,5,-4.015,0,0.029,0.046,0,0.109,0.633,130.321,4,0,0,0,0,0,0,0,0,0,0,1,0,35.0192695196417
91,195294,"False",0.834,0.828,11,-2.657,0,0.0452,0.21,5.91e-06,0.103,0.58,102.019,4,0,0,0,0,0,0,0,0,0,0,1,0,33.8467891136045
74,238200,"False",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,4,0,0,0,0,0,0,0,0,0,0,1,0,34.1683882387661
64,181280,"False",0.736,0.868,8,-3.01,0,0.0454,0.166,1.48e-06,0.0419,0.613,94.026,4,0,0,0,0,0,0,0,0,0,0,1,0,32.6701312095325
70,196853,"False",0.705,0.609,1,-4.897,1,0.0307,0.0257,0,0.0846,0.476,115.474,4,0,0,0,0,0,0,0,0,0,0,1,0,40.5875526584007
67,179693,"False",0.746,0.703,4,-4.179,0,0.107,0.352,0,0.331,0.667,166.043,4,0,0,0,0,0,0,0,0,0,0,1,0,37.2976295330015
0,187026,"False",0.795,0.68,10,-3.922,0,0.208,0.736,1.17e-05,0.0811,0.694,95.009,4,0,0,0,0,0,0,0,0,0,0,1,0,31.1779643103305
2,179893,"False",0.862,0.578,0,-6.149,1,0.097,0.0694,2.18e-06,0.116,0.485,103.975,4,0,0,0,0,0,0,0,0,0,0,1,0,37.3132972698146
0,184680,"False",0.835,0.855,10,-5.041,0,0.07,0.0453,0,0.147,0.867,101.067,4,0,0,0,0,0,0,0,0,0,0,1,0,28.1871526224474
0,217080,"False",0.791,0.866,6,-4.236,1,0.0496,0.248,5.29e-06,0.0696,0.71,96.013,4,0,0,0,0,0,0,0,0,0,0,1,0,31.3153332607164
66,147760,"False",0.668,0.533,2,-7.409,1,0.098,0.117,0,0.305,0.676,163.733,4,0,0,0,0,0,0,0,0,0,0,1,0,36.7700337203458
58,182840,"False",0.86,0.72,6,-6.191,0,0.0454,0.0234,0.168,0.377,0.23,120,4,0,0,0,0,0,0,0,0,0,0,1,0,39.4087063943934
91,237894,"True",0.795,0.684,11,-3.971,0,0.0419,0.0225,0,0.658,0.419,114.011,4,0,0,0,0,0,0,0,0,0,0,1,0,49.8528863265235
59,240026,"False",0.738,0.67,5,-4.407,0,0.0792,0.487,3.25e-06,0.295,0.475,90.004,4,0,0,0,0,0,0,0,0,0,0,1,0,40.5894527607494
0,202866,"True",0.878,0.893,6,-5.834,1,0.122,0.182,0,0.105,0.682,119.925,4,0,0,0,0,0,0,0,0,0,0,1,0,38.6937412780102
0,236080,"False",0.732,0.896,9,-4.517,1,0.0434,0.093,0,0.159,0.787,99.946,4,0,0,0,0,0,0,0,0,0,0,1,0,29.6393095156739
0,202876,"True",0.732,0.758,11,-1.694,1,0.189,0.214,0,0.388,0.78,98.007,4,0,0,0,0,0,0,0,0,0,0,1,0,42.5733632862543
55,142814,"False",0.666,0.828,10,-5.896,0,0.0564,0.0463,0,0.354,0.69,97.992,4,0,0,0,0,0,0,0,0,0,0,1,0,34.5329247464947
0,202823,"False",0.755,0.792,6,-4.238,1,0.0483,0.028,0,0.0754,0.842,106.015,4,0,0,0,0,0,0,0,0,0,0,1,0,29.7331283971255
54,267533,"False",0.66,0.441,11,-11.02,0,0.0364,0.152,0.000267,0.0808,0.449,125.663,4,0,0,0,0,0,0,0,0,0,0,1,0,36.1167991785518
70,250722,"True",0.644,0.671,11,-5.156,0,0.315,0.0225,0,0.0855,0.563,132.001,4,0,0,0,0,0,0,0,0,0,0,1,0,42.4341332940721
91,141340,"True",0.704,0.756,0,-4.948,1,0.448,0.298,3.75e-06,0.0852,0.461,121.737,3,0,0,0,0,0,0,0,0,0,0,1,0,38.5373743371754
0,239146,"False",0.845,0.832,2,-7.289,1,0.0393,0.0558,4.83e-06,0.0765,0.773,115.029,4,0,0,0,0,0,0,0,0,0,0,1,0,33.6093293754999
2,208800,"False",0.844,0.841,4,-6.671,0,0.138,0.156,3.68e-05,0.0501,0.831,97.996,4,0,0,0,0,0,0,0,0,0,0,1,0,28.3357128076819
0,256893,"False",0.75,0.916,7,-4.773,1,0.214,0.0566,0.000458,0.175,0.505,92.004,4,0,0,0,0,0,0,0,0,0,0,1,0,36.6998815388613
0,270187,"False",0.609,0.717,11,-7.177,1,0.045,0.6,0,0.082,0.425,93.941,4,0,0,0,0,0,0,0,0,0,0,1,0,39.6691464537451
55,191160,"True",0.874,0.628,1,-6.41,0,0.21,0.0666,1.19e-05,0.15,0.323,113.048,4,0,0,0,0,0,0,0,0,0,0,1,0,43.3760712120252
0,180960,"False",0.76,0.553,9,-8.097,1,0.0354,0.0255,0.000295,0.0782,0.787,118.004,4,0,0,0,0,0,0,0,0,0,0,1,0,30.9926000265506
0,186800,"False",0.76,0.678,11,-11.776,0,0.0354,0.511,0.00936,0.0846,0.965,122.45,4,0,0,0,0,0,0,0,0,0,0,1,0,31.5048671869148
0,190613,"False",0.423,0.723,5,-3.741,1,0.036,0.14,0,0.236,0.623,170.022,4,0,0,0,0,0,0,0,0,0,0,1,0,38.4368944431495
55,218053,"False",0.755,0.765,8,-4.328,1,0.0486,0.0503,0,0.0326,0.691,114.993,4,0,0,0,0,0,0,0,0,0,0,1,0,29.6108262699524
55,214453,"False",0.651,0.939,11,-3.606,1,0.0774,0.00604,0,0.139,0.733,133.05,4,0,0,0,0,0,0,0,0,0,0,1,0,38.2566450241559
0,195760,"False",0.69,0.858,0,-4.431,1,0.0529,0.189,0,0.113,0.755,91.884,4,0,0,0,0,0,0,0,0,0,0,1,0,33.901658578535
0,230920,"False",0.584,0.694,2,-4.753,1,0.03,0.0169,0,0.0769,0.545,136.028,4,0,0,0,0,0,0,0,0,0,0,1,0,38.7700791689062
7,232146,"False",0.58,0.695,6,-8.244,0,0.0671,0.00638,0,0.174,0.402,168.124,4,0,0,0,0,0,0,0,0,0,0,1,0,43.408285047812
0,157213,"False",0.67,0.713,2,-6.797,1,0.038,0.227,0.000845,0.247,0.4,163,4,0,0,0,0,0,0,0,0,0,0,1,0,40.9034999182618
88,176470,"True",0.835,0.747,9,-4.65,1,0.083,0.0492,0,0.055,0.432,102.003,4,0,0,0,0,0,0,0,0,0,0,1,0,45.8313375556041
77,199112,"False",0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4,0,0,0,0,0,0,0,0,0,0,1,0,29.9924181850126
89,202173,"True",0.757,0.789,5,-3.46,0,0.0583,0.307,0,0.0717,0.464,91.911,4,0,0,0,0,0,0,0,0,0,0,1,0,48.6380436047763
51,188750,"True",0.873,0.743,9,-5.099,0,0.189,0.0918,3.71e-06,0.0817,0.881,96.084,4,0,0,0,0,0,0,0,0,0,0,1,0,37.2910104115965
0,234800,"False",0.839,0.52,0,-6.967,1,0.335,0.179,0.155,0.0792,0.614,176.068,4,0,0,0,0,0,0,0,0,0,0,1,0,34.3447376462315
1,304746,"False",0.715,0.964,1,-3.176,0,0.162,0.0985,0,0.291,0.535,91.976,4,0,0,0,0,0,0,0,0,0,0,1,0,33.749640559988
50,232542,"False",0.701,0.748,2,-8.013,0,0.0378,0.0768,0,0.178,0.787,91.986,4,0,0,0,0,0,0,0,0,0,0,1,0,33.5392986962404
70,305280,"False",0.662,0.896,5,-5.311,0,0.251,0.318,0,0.186,0.79,90.622,4,0,0,0,0,0,0,0,0,0,0,1,0,34.7044581720861
68,235746,"False",0.663,0.696,9,-4.957,0,0.103,0.0561,3.77e-05,0.0778,0.738,180.113,4,0,0,0,0,0,0,0,0,0,0,1,0,31.5182877870666
75,232549,"False",0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,4,0,0,0,0,0,0,0,0,0,0,1,0,30.1409107835658
77,177240,"False",0.848,0.852,8,-2.158,0,0.103,0.373,0.0323,0.0865,0.956,129.995,4,0,0,0,0,0,0,0,0,0,0,1,0,32.9619387740501
79,181333,"True",0.817,0.64,9,-4.397,0,0.1,0.254,0,0.197,0.398,90.011,4,0,0,0,0,0,0,0,0,0,0,1,0,48.5694938846472
90,198367,"True",0.663,0.786,11,-3.51,0,0.195,0.229,0,0.219,0.579,196.12,4,0,0,0,0,0,0,0,0,0,0,1,0,42.5975923047853
0,184853,"False",0.863,0.768,7,-2.227,0,0.184,0.0851,0.000119,0.105,0.673,107.971,4,0,0,0,0,0,0,0,0,0,0,1,0,28.0696142152689
0,222000,"False",0.782,0.797,10,-5.229,1,0.0387,0.13,1.89e-05,0.165,0.554,110.045,4,0,0,0,0,0,0,0,0,0,0,1,0,35.4236811462869
1,216426,"False",0.773,0.93,6,-6.497,1,0.0734,0.0233,0.014,0.075,0.732,92.989,4,0,0,0,0,0,0,0,0,0,0,1,0,32.1788529524065
0,153746,"False",0.733,0.7,0,-5.026,0,0.368,0.661,0,0.14,0.639,108.263,4,0,0,0,0,0,0,0,0,0,0,1,0,32.8452783237119
0,257506,"False",0.758,0.8,0,-3.245,1,0.0383,0.0714,0,0.407,0.607,94.043,4,0,0,0,0,0,0,0,0,0,0,1,0,36.0003597658164
49,239412,"True",0.844,0.612,1,-7.368,1,0.0813,0.0265,0,0.0786,0.341,124.027,4,0,0,0,0,0,0,0,0,0,0,1,0,44.2942855385738
0,233013,"False",0.588,0.771,8,-5.125,0,0.0954,0.202,9.12e-06,0.117,0.657,179.968,4,0,0,0,0,0,0,0,0,0,0,1,0,37.3625269656047
0,173933,"False",0.704,0.727,2,-5.004,1,0.412,0.0596,0,0.214,0.301,93.533,4,0,0,0,0,0,0,0,0,0,0,1,0,33.4212879216593
80,250533,"True",0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,4,0,0,0,0,0,0,0,0,0,0,1,0,42.7868265807383
76,235284,"False",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,4,0,0,0,0,0,0,0,0,0,0,1,0,35.1448528733786
72,219000,"True",0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,4,0,0,0,0,0,0,0,0,0,0,1,0,38.5068239970128
70,223384,"True",0.769,0.688,7,-4.378,1,0.0501,0.00215,0.107,0.088,0.387,130.026,4,0,0,0,0,0,0,0,0,0,0,1,0,38.1309342264408
65,231815,"False",0.572,0.634,6,-10.599,0,0.0617,0.00547,0,0.129,0.432,168.136,4,0,0,0,0,0,0,0,0,0,0,1,0,39.8397859636699
68,184506,"True",0.773,0.8,10,-3.17,0,0.0987,0.0613,0.00403,0.0327,0.842,89.988,4,0,0,0,0,0,0,0,0,0,0,1,0,42.2562064552895
74,188626,"True",0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,4,0,0,0,0,0,0,0,0,0,0,1,0,42.5158096052586
45,304066,"False",0.821,0.864,7,-5.705,1,0.0852,0.613,1.97e-05,0.123,0.776,98.02,4,0,0,0,0,0,0,0,0,0,0,1,0,29.6076988082085
0,239826,"False",0.768,0.828,0,-3.371,1,0.0532,0.153,0,0.0524,0.827,90.982,4,0,0,0,0,0,0,0,0,0,0,1,0,28.6416995689576
46,272000,"False",0.756,0.713,1,-6.983,1,0.0608,0.095,0,0.0809,0.745,180.02,4,0,0,0,0,0,0,0,0,0,0,1,0,29.5052075462612
0,185586,"False",0.812,0.715,2,-3.879,1,0.0391,0.0602,5.46e-06,0.0526,0.668,104.971,4,0,0,0,0,0,0,0,0,0,0,1,0,29.8788532070813
85,244444,"False",0.777,0.595,2,-6.79,1,0.0375,0.59,0.00139,0.0669,0.546,108.02,4,0,0,0,0,0,0,0,0,0,0,1,0,35.2322642411058
46,208973,"False",0.781,0.588,6,-5.348,0,0.0386,0.317,0,0.0983,0.564,93.979,4,0,0,0,0,0,0,0,0,0,0,1,0,36.4122764709193
69,184720,"False",0.722,0.738,9,-6.073,0,0.247,0.328,1.47e-05,0.198,0.748,198.075,4,0,0,0,0,0,0,0,0,0,0,1,0,33.2663406153674
70,301714,"False",0.786,0.808,7,-3.702,1,0.0881,0.0846,0.000289,0.0822,0.608,105.029,4,0,0,0,0,0,0,0,0,0,0,1,0,37.5427646726413
80,222857,"False",0.845,0.776,11,-3.098,0,0.0488,0.111,0.0321,0.0684,0.528,105.018,4,0,0,0,0,0,0,0,0,0,0,1,0,36.088148643493
76,231603,"False",0.77,0.899,8,-2.981,1,0.0494,0.222,1.14e-06,0.0894,0.851,128.05,4,0,0,0,0,0,0,0,0,0,0,1,0,33.9828211754527
81,201180,"False",0.762,0.77,5,-2.758,1,0.223,0.138,0,0.15,0.631,177.998,4,0,0,0,0,0,0,0,0,0,0,1,0,35.0190621728119
43,210829,"False",0.598,0.672,7,-6.656,1,0.15,0.128,0.000178,0.0722,0.533,175.952,4,0,0,0,0,0,0,0,0,0,0,1,0,31.9297895162629
44,337872,"True",0.804,0.824,11,-3.613,1,0.108,0.102,0,0.11,0.815,98,4,0,0,0,0,0,0,0,0,0,0,1,0,41.2025383656268
43,258782,"False",0.799,0.853,7,-5.484,0,0.0293,0.104,0,0.0734,0.97,115.052,4,0,0,0,0,0,0,0,0,0,0,1,0,31.4138896463908
44,215040,"False",0.763,0.554,10,-4.796,0,0.0406,0.0429,0,0.103,0.193,125.039,4,0,0,0,0,0,0,0,0,0,0,1,0,39.1906577315719
0,188626,"False",0.88,0.653,0,-5.32,1,0.136,0.237,4.47e-06,0.145,0.672,90.048,4,0,0,0,0,0,0,0,0,0,0,1,0,32.5337277064284
43,410500,"False",0.824,0.828,11,-5.04,0,0.267,0.193,0,0.119,0.707,90.031,4,0,0,0,0,0,0,0,0,0,0,1,0,35.3689216606813
43,161860,"True",0.767,0.612,7,-7.082,1,0.0786,0.153,0,0.18,0.52,88.981,4,0,0,0,0,0,0,0,0,0,0,1,0,45.5691687914342
70,158760,"False",0.837,0.626,11,-5.674,0,0.152,0.0588,0,0.252,0.592,99.987,4,0,0,0,0,0,0,0,0,0,0,1,0,29.5499986604887
69,226413,"False",0.718,0.711,8,-5.746,0,0.11,0.157,5.54e-05,0.1,0.92,173.916,4,0,0,0,0,0,0,0,0,0,0,1,0,32.1343758530869
68,194892,"False",0.594,0.808,7,-2.409,1,0.0489,0.415,1.39e-05,0.565,0.919,188.09,4,0,0,0,0,0,0,0,0,0,0,1,0,35.3379592371029
43,214347,"False",0.782,0.438,2,-7.574,1,0.0792,0.22,0,0.0909,0.428,121.99,4,0,0,0,0,0,0,0,0,0,0,1,0,36.7813395741666
43,193850,"True",0.716,0.654,7,-8.625,1,0.142,0.488,0,0.114,0.407,161.038,4,0,0,0,0,0,0,0,0,0,0,1,0,44.1396234961832
41,253500,"False",0.769,0.905,2,-3.446,0,0.0684,0.157,3.73e-06,0.281,0.81,165.961,4,0,0,0,0,0,0,0,0,0,0,1,0,33.2212133799469
41,111200,"False",0.8,0.61,4,-9.7,1,0.0674,0.182,0,0.15,0.963,141.2,4,0,0,0,0,0,0,0,0,0,0,1,0,36.8850769865677
41,157173,"False",0.682,0.891,4,-4.723,1,0.0459,0.0594,0,0.406,0.967,149.934,4,0,0,0,0,0,0,0,0,0,0,1,0,35.6616777353176
76,219357,"False",0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,4,0,0,0,0,0,0,0,0,0,0,1,0,32.1875004267161
69,219506,"False",0.683,0.691,8,-5.535,1,0.0432,0.243,0,0.14,0.732,179.91,4,0,0,0,0,0,0,0,0,0,0,1,0,41.1151540665107
87,208615,"False",0.817,0.67,1,-6.534,1,0.0506,0.123,1.92e-06,0.128,0.495,130.058,3,0,0,0,0,0,0,0,0,0,0,1,0,37.0364351235845
86,339611,"True",0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,4,0,0,0,0,0,0,0,0,0,0,1,0,40.9383268661062
41,210842,"False",0.797,0.719,3,-3.976,0,0.186,0.334,1.89e-05,0.0997,0.649,178.037,4,0,0,0,0,0,0,0,0,0,0,1,0,32.8873234040811
40,227200,"False",0.728,0.59,5,-9.773,1,0.122,0.391,7.55e-06,0.0883,0.374,150.034,4,0,0,0,0,0,0,0,0,0,0,1,0,35.3033709534091
40,154770,"True",0.754,0.865,11,-3.816,1,0.223,0.0586,0,0.0785,0.651,95.091,4,0,0,0,0,0,0,0,0,0,0,1,0,42.3462388502669
41,204519,"False",0.818,0.558,7,-8.568,1,0.122,0.00423,1.51e-05,0.313,0.848,161.99,4,0,0,0,0,0,0,0,0,0,0,1,0,29.231175458954
41,186108,"False",0.74,0.808,4,-7.848,0,0.0484,0.109,0,0.164,0.876,91.029,4,0,0,0,0,0,0,0,0,0,0,1,0,32.8991466064159
41,154186,"False",0.833,0.464,1,-7.622,1,0.375,0.0375,3.02e-06,0.111,0.948,82.973,4,0,0,0,0,0,0,0,0,0,0,1,0,29.4377403080126
41,244788,"True",0.608,0.522,2,-11.038,0,0.214,0.384,8.62e-05,0.117,0.497,103.935,4,0,0,0,0,0,0,0,0,0,0,1,0,44.400426153775
40,205194,"False",0.569,0.91,1,-5.477,0,0.0912,0.132,0,0.332,0.694,180.048,4,0,0,0,0,0,0,0,0,0,0,1,0,37.3298414123682
56,231840,"False",0.793,0.747,7,-4.854,0,0.165,0.0694,0,0.0828,0.57,95.036,4,0,0,0,0,0,0,0,0,0,0,1,0,31.5274282153173
82,170971,"False",0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,4,0,0,0,0,0,0,0,0,0,0,1,0,38.4324953769644
80,295176,"True",0.607,0.829,2,-4.074,1,0.379,0.0103,0,0.107,0.685,96.172,4,0,0,0,0,0,0,0,0,0,0,1,0,40.988512488514
66,238564,"False",0.832,0.74,0,-4.862,1,0.214,0.101,0,0.339,0.714,90.045,4,0,0,0,0,0,0,0,0,0,0,1,0,28.2489263020754
74,176133,"False",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.982,4,0,0,0,0,0,0,0,0,0,0,1,0,38.2575262836554
78,208734,"True",0.825,0.736,7,-5.55,1,0.0913,0.0822,0,0.158,0.508,92.028,4,0,0,0,0,0,0,0,0,0,0,1,0,42.8275717695692
40,190129,"True",0.712,0.799,1,-3.952,1,0.34,0.0207,0,0.0829,0.771,87.647,4,0,0,0,0,0,0,0,0,0,0,1,0,39.9748511085167
39,291023,"True",0.743,0.576,4,-7.453,0,0.0964,0.0542,0,0.121,0.337,126.945,5,0,0,0,0,0,0,0,0,0,0,1,0,43.9219368446592
40,235400,"True",0.833,0.661,11,-7.721,0,0.109,0.00836,0.00287,0.076,0.881,78.006,4,0,0,0,0,0,0,0,0,0,0,1,0,38.8998011454185
40,160500,"True",0.718,0.543,1,-12.414,0,0.177,0.23,0,0.104,0.936,160.084,4,0,0,0,0,0,0,0,0,0,0,1,0,37.9189827462736
39,182758,"True",0.831,0.859,2,-4.423,1,0.253,0.294,0.00142,0.384,0.824,173.922,4,0,0,0,0,0,0,0,0,0,0,1,0,38.7073906453349
38,190323,"False",0.832,0.857,10,-7.839,0,0.0417,0.087,0.0043,0.636,0.882,122.58,4,0,0,0,0,0,0,0,0,0,0,1,0,33.9384797435045
39,198997,"False",0.793,0.532,7,-8.571,1,0.086,0.562,7.5e-06,0.211,0.965,95.962,4,0,0,0,0,0,0,0,0,0,0,1,0,34.1978428666423
40,261813,"False",0.853,0.873,10,-7.559,0,0.0752,0.0432,0.0103,0.309,0.801,122.163,4,0,0,0,0,0,0,0,0,0,0,1,0,32.3497484418414
70,159215,"False",0.777,0.787,10,-5.472,0,0.0964,0.104,0.0161,0.0654,0.88,110.02,4,0,0,0,0,0,0,0,0,0,0,1,0,32.3542743631095
76,230693,"False",0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,4,0,0,0,0,0,0,0,0,0,0,1,0,33.2593092986518
75,266086,"False",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.799,92.01,4,0,0,0,0,0,0,0,0,0,0,1,0,35.6722699214662
83,139041,"False",0.849,0.584,1,-8.195,0,0.115,0.0929,6.18e-06,0.492,0.724,115.018,4,0,0,0,0,0,0,0,0,0,0,1,0,31.6105219637549
83,201816,"False",0.629,0.698,8,-4.485,1,0.308,0.0509,0.00166,0.0909,0.599,117.765,4,0,0,0,0,0,0,0,0,0,0,1,0,34.4801193309782
75,223173,"True",0.658,0.725,7,-4.604,0,0.0321,0.0292,0.000107,0.163,0.368,128.117,4,0,0,0,0,0,0,0,0,0,0,1,0,53.1191721775082
39,181000,"True",0.776,0.595,2,-10.232,0,0.192,0.358,0,0.236,0.717,140.04,4,0,0,0,0,0,0,0,0,0,0,1,0,41.7056862364921
39,190593,"True",0.767,0.94,1,-5.967,1,0.0713,0.0607,0.00755,0.379,0.675,118.992,4,0,0,0,0,0,0,0,0,0,0,1,0,34.3423103498836
40,225880,"False",0.665,0.958,0,-3.675,1,0.0397,0.025,0.214,0.108,0.745,122.988,4,0,0,0,0,0,0,0,0,0,0,1,0,30.9716232339266
39,40893,"False",0.431,0.941,0,-5.453,0,0.0802,0.0395,0.906,0.0791,0.765,171.764,4,0,0,0,0,0,0,0,0,0,0,1,0,24.3258215195472
39,194285,"False",0.754,0.735,0,-6.028,0,0.038,0.565,0,0.124,0.591,104.985,4,0,0,0,0,0,0,0,0,0,0,1,0,39.1536190104898
37,136320,"False",0.903,0.849,7,-6.094,1,0.103,0.101,0.000435,0.163,0.474,101.017,4,0,0,0,0,0,0,0,0,0,0,1,0,36.3834822639887
38,191905,"False",0.606,0.851,1,-4.396,0,0.0771,0.719,0,0.586,0.421,116.34,4,0,0,0,0,0,0,0,0,0,0,1,0,43.7943859715954
39,107129,"False",0.612,0.425,2,-11.074,1,0.0599,0.897,0,0.219,0.64,142.962,3,0,0,0,0,0,0,0,0,0,0,1,0,28.316036738743
53,116923,"False",0.386,0.176,6,-15.301,1,0.0412,0.921,0.0234,0.133,0.389,155.988,4,0,0,0,0,0,0,0,0,0,1,0,0,34.2991870521746
58,323179,"False",0.344,0.328,0,-9.71,1,0.0361,0.833,1.29e-06,0.0731,0.525,83.927,4,0,0,0,0,0,0,0,0,0,1,0,0,38.9852080373257
56,192810,"False",0.887,0.634,8,-7.099,1,0.149,0.229,0,0.0931,0.422,145.057,4,0,0,0,0,0,0,0,0,0,1,0,0,35.0533082662698
60,257228,"False",0.405,0.187,5,-11.474,0,0.031,0.846,0,0.0985,0.46,85.166,4,0,0,0,0,0,0,0,0,0,1,0,0,38.3988559189521
49,301453,"False",0.468,0.547,11,-9.975,0,0.0445,0.433,8.81e-05,0.282,0.444,76.612,4,0,0,0,0,0,0,0,0,0,1,0,0,38.7700185727544
50,101428,"False",0.37,0.122,5,-15.609,0,0.0501,0.866,2.57e-06,0.115,0.456,168.748,4,0,0,0,0,0,0,0,0,0,1,0,0,33.8302861662908
53,165576,"False",0.452,0.0735,2,-20.761,1,0.04,0.936,0,0.083,0.276,104.066,1,0,0,0,0,0,0,0,0,0,1,0,0,30.2427675181798
60,155000,"False",0.631,0.161,9,-15.405,1,0.0291,0.833,6.84e-06,0.107,0.164,100.953,4,0,0,0,0,0,0,0,0,0,1,0,0,41.0414897585663
45,246000,"False",0.478,0.533,9,-8.29,0,0.0295,0.837,0.00383,0.0734,0.388,99.965,4,0,0,0,0,0,0,0,0,0,1,0,0,41.0968181196193
44,218181,"False",0.754,0.856,1,-3.396,1,0.279,0.212,0,0.177,0.444,99.001,4,0,0,0,0,0,0,0,0,0,1,0,0,37.9502297488376
50,196022,"False",0.608,0.514,5,-8.717,1,0.0477,0.55,0,0.136,0.413,119.954,4,0,0,0,0,0,0,0,0,0,1,0,0,42.1190153015656
45,304055,"False",0.657,0.57,1,-8.207,0,0.0347,0.314,0.0624,0.12,0.215,81.511,4,0,0,0,0,0,0,0,0,0,1,0,0,35.8861602256526
44,174504,"False",0.553,0.616,5,-6.169,1,0.0344,0.0117,1.43e-05,0.162,0.29,84.954,4,0,0,0,0,0,0,0,0,0,1,0,0,43.5315598190441
46,283454,"False",0.771,0.651,7,-4.081,1,0.0317,0.352,2.26e-05,0.138,0.891,125.01,4,0,0,0,0,0,0,0,0,0,1,0,0,39.6438013726477
46,275515,"False",0.579,0.632,4,-11.295,1,0.237,0.132,9.92e-05,0.0978,0.38,177.786,4,0,0,0,0,0,0,0,0,0,1,0,0,35.3951973456942
45,349066,"False",0.63,0.394,9,-10.051,0,0.0821,0.379,0.0162,0.0946,0.584,168.069,4,0,0,0,0,0,0,0,0,0,1,0,0,34.3183673285354
45,344816,"False",0.751,0.414,5,-11.214,0,0.0406,0.145,0.000123,0.0841,0.401,94.991,4,0,0,0,0,0,0,0,0,0,1,0,0,39.663606259571
44,259240,"False",0.767,0.776,6,-7.551,0,0.345,0.586,0,0.278,0.799,67.011,4,0,0,0,0,0,0,0,0,0,1,0,0,35.3584519452355
44,106541,"False",0.457,0.183,7,-19.391,0,0.0348,0.76,0,0.078,0.352,127.842,3,0,0,0,0,0,0,0,0,0,1,0,0,33.018457815477
40,202666,"False",0.752,0.907,2,-5.127,1,0.294,0.717,0,0.17,0.825,89.859,4,0,0,0,0,0,0,0,0,0,1,0,0,36.0965123895959
42,226000,"False",0.595,0.832,4,-4.46,1,0.04,0.0162,0,0.0728,0.417,104.951,4,0,0,0,0,0,0,0,0,0,1,0,0,43.0293325645954
42,224250,"False",0.637,0.842,7,-6.879,1,0.282,0.307,1.38e-06,0.583,0.702,160.001,4,0,0,0,0,0,0,0,0,0,1,0,0,36.8755069264733
40,273913,"False",0.592,0.532,9,-6.767,1,0.0369,0.65,1.77e-06,0.123,0.187,114.875,4,0,0,0,0,0,0,0,0,0,1,0,0,43.9768303123319
